"total_assets_growth","","","0.18","0.03","-0.01","0.09","0.05","0.05","0.01","","0.12","0.07000000000000001","0.11","0.02","0.07000000000000001","0.12","0.21","0.19","0.1",""
"total_equity_growth","","","0.19","0.06","0.08","0.38","0.15","-0.15","-0.04","-0.12","-0.26","0.15","0.18","0.01","0.05","0.28","0.27","0.3","-0.04",""
"cfo_growth","","0.18","-0.93","7.86","2.04","-1.08","20.31","-0.43","-0.37","0.45","0.2","0.39","0.17","0.28","0.07000000000000001","0.27","-0.43","3.29","-0.74",""
"capex_growth","","-1","3.56","-1533","1","-116.48","-0.57","-0.51","-0.43","1.09","-1","-12765.6","1","-11058.33","-0.18","0.01","-0.39","-0.42","-0.32",""
"fcf_growth","","0.01","-0.93","1.62","9.25","-1.17","9.83","-0.51","-0.59","1.92","0.17","-0.07000000000000001","0.73","-0.01","0.04","0.36","-0.63","5.91","-0.93",""
"shares_eop","107.184","107.184","107.184","107.184","107.184","107.184","107.914","106.292","101.896","97.145","89.524","89.297","89.768","85.089","80.23399999999999","79.471","79.98999999999999","79.248","74.65600000000001","74.70999999999999"
"dividends","","","","","","","","0.24","0.65","0.96","1","1","1","1","1","1","1","1","1.2","1.2"
"price_to_earnings","","","","","","-68.56","19.34","19.7","26.36","24.31","22.62","16.38","21.47","11.83","13.22","17.52","27.85","20.26","15.94","19.42"
"price_to_book","","","","","","3.32","2.45","2.63","4.36","4.45","5.34","3.83","5.32","5.34","7.23","6.3","7.67","7.9","8.17","8.699999999999999"
"price_to_sales","","","","","","1.25","0.95","0.82","1.16","0.99","0.89","0.78","1.2","1","1.32","1.41","1.66","1.99","1.69","1.89"
"price_to_tangible_book","","","","","","-5.74","-6.25","-4.07","-6.6","-5.25","-3.66","-3.5","-5.85","-5.2","-8.050000000000001","-13.89","-29.99","175.87","-37.83","-75.37"
"price_to_fcf","","","","","","-84.73","8.119999999999999","15","58.55","18.08","13.66","12.03","11.32","11.58","15.83","13.06","54","10.45","155.44","27.36"
"market_cap","","","","","","3898.28208","3295.69356","2993.18272","4794.2068","4327.80975","3818.1986","3144.14737","5129.34352","5197.23612","7401.5865","8282.467619999999","12805.5991","17131.04016","16993.19872","19737.3252"
"period_end_price","","","","","","36.37","30.54","28.16","47.05","44.55","42.65","35.21","57.14","61.08","92.25","104.22","160.09","216.17","227.62","227.62"
